,customer_id,loyalty_score,product_id,product_category
1928,C110,3,P61,bws
1929,C112,3,P48,food
1930,C114,3,P41,food
1931,C114,3,P55,food
1932,C119,7,P36,sweets
1933,C119,7,P37,sweets
1934,C119,7,P36,sweets
1935,C123,3,P27,fruit_veg
1936,C123,3,P22,fruit_veg
1937,C123,3,P27,fruit_veg
1938,C127,4,P36,sweets
1939,C130,7,P25,fruit_veg
1940,C130,7,P32,fruit_veg
1941,C130,7,P23,fruit_veg
1942,C136,10,P23,fruit_veg
1943,C136,10,P30,fruit_veg
1944,C1,7,P54,food
1945,C1,7,P44,food
1946,C1,7,P47,food
1947,C28,3,P64,bws
1948,C32,3,P16,clothes
1949,C32,3,P18,clothes
1950,C38,7,P61,bws
1951,C39,2,P16,clothes
1952,C39,2,P13,clothes
1953,C48,4,P43,food
1954,C51,3,P39,sweets
1955,C51,3,P39,sweets
1956,C58,6,P56,food
1957,C60,10,P58,food
1958,C60,10,P52,food
1959,C74,5,P26,fruit_veg
1960,C74,5,P27,fruit_veg
1961,C74,5,P33,fruit_veg
1962,C82,9,P25,fruit_veg
1963,C82,9,P22,fruit_veg
1964,C88,1,P53,food
1965,C88,1,P50,food
1966,C89,8,P05,house
1967,C107,3,P34,fruit_veg
1968,C121,10,P02,house
1969,C121,10,P05,house
1970,C123,3,P30,fruit_veg
1971,C124,7,P24,fruit_veg
1972,C124,7,P32,fruit_veg
1973,C124,7,P24,fruit_veg
1974,C133,3,P62,bws
1975,C133,3,P62,bws
1976,C133,3,P62,bws
1977,C134,6,P12,house
1978,C136,10,P25,fruit_veg
1979,C136,10,P23,fruit_veg
1980,C136,10,P26,fruit_veg
1981,C12,8,P34,fruit_veg
1982,C21,5,P26,fruit_veg
1983,C27,10,P40,sweets
1984,C27,10,P38,sweets
1985,C33,5,P28,fruit_veg
1986,C33,5,P32,fruit_veg
1987,C35,7,P40,sweets
1988,C45,10,P60,food
1989,C50,8,P56,food
1990,C50,8,P50,food
1991,C50,8,P45,food
1992,C52,1,P36,sweets
1993,C52,1,P40,sweets
1994,C52,1,P40,sweets
1995,C59,6,P07,house
1996,C59,6,P02,house
1997,C59,6,P11,house
1998,C61,4,P02,house
1999,C61,4,P01,house
2000,C63,2,P61,bws
2001,C69,7,P30,fruit_veg
2002,C69,7,P30,fruit_veg
2003,C69,7,P26,fruit_veg
2004,C86,8,P32,fruit_veg
2005,C86,8,P23,fruit_veg
2006,C86,8,P30,fruit_veg
2007,C91,3,P25,fruit_veg
2008,C91,3,P33,fruit_veg
2009,C91,3,P28,fruit_veg
2010,C98,7,P35,sweets
2011,C104,7,P25,fruit_veg
2012,C110,3,P63,bws
2013,C110,3,P64,bws
2014,C112,3,P49,food
2015,C120,9,P28,fruit_veg
2016,C120,9,P28,fruit_veg
2017,C136,10,P31,fruit_veg
2018,C136,10,P26,fruit_veg
2019,C6,10,P56,food
2020,C6,10,P41,food
2021,C14,3,P55,food
2022,C17,2,P41,food
2023,C17,2,P58,food
2024,C19,6,P58,food
2025,C19,6,P55,food
2026,C20,2,P63,bws
2027,C20,2,P64,bws
2028,C20,2,P63,bws
2029,C25,9,P37,sweets
2030,C25,9,P38,sweets
2031,C25,9,P39,sweets
2032,C27,10,P39,sweets
2033,C27,10,P38,sweets
2034,C43,10,P22,fruit_veg
2035,C43,10,P22,fruit_veg
2036,C43,10,P31,fruit_veg
2037,C46,5,P31,fruit_veg
2038,C46,5,P29,fruit_veg
2039,C50,8,P39,sweets
2040,C50,8,P39,sweets
2041,C52,1,P38,sweets
2042,C52,1,P40,sweets
2043,C56,4,P39,sweets
2044,C56,4,P40,sweets
2045,C56,4,P39,sweets
2046,C69,7,P26,fruit_veg
2047,C70,9,P62,bws
2048,C70,9,P62,bws
2049,C73,2,P31,fruit_veg
2050,C82,9,P24,fruit_veg
2051,C82,9,P34,fruit_veg
2052,C97,9,P35,sweets
2053,C101,2,P35,sweets
2054,C101,2,P37,sweets
2055,C101,2,P39,sweets
2056,C112,3,P57,food
2057,C112,3,P57,food
2058,C130,7,P36,sweets
2059,C130,7,P35,sweets
2060,C130,7,P37,sweets
2061,C132,7,P13,clothes
2062,C132,7,P18,clothes
2063,C132,7,P18,clothes
2064,C133,3,P19,clothes
2065,C134,6,P38,sweets
2066,C134,6,P35,sweets
2067,C134,6,P37,sweets
2068,C137,9,P21,clothes
2069,C137,9,P18,clothes
2070,C137,9,P15,clothes
2071,C7,3,P50,food
2072,C7,3,P60,food
2073,C13,8,P38,sweets
2074,C13,8,P37,sweets
2075,C13,8,P39,sweets
2076,C20,2,P39,sweets
2077,C20,2,P35,sweets
2078,C20,2,P38,sweets
2079,C37,9,P64,bws
2080,C37,9,P61,bws
2081,C37,9,P63,bws
2082,C41,9,P48,food
2083,C41,9,P44,food
2084,C41,9,P44,food
2085,C50,8,P26,fruit_veg
2086,C50,8,P34,fruit_veg
2087,C50,8,P25,fruit_veg
2088,C52,1,P35,sweets
2089,C52,1,P37,sweets
2090,C57,2,P11,house
2091,C57,2,P04,house
2092,C77,9,P52,food
2093,C77,9,P42,food
2094,C77,9,P52,food
2095,C85,8,P35,sweets
2096,C85,8,P37,sweets
2097,C87,3,P59,food
2098,C87,3,P43,food
2099,C90,3,P60,food
2100,C90,3,P59,food
2101,C90,3,P58,food
2102,C92,1,P09,house
2103,C92,1,P08,house
2104,C92,1,P01,house
2105,C99,9,P34,fruit_veg
2106,C116,5,P39,sweets
2107,C116,5,P37,sweets
2108,C116,5,P36,sweets
2109,C119,7,P38,sweets
2110,C119,7,P38,sweets
2111,C119,7,P37,sweets
2112,C123,3,P26,fruit_veg
2113,C130,7,P36,sweets
2114,C130,7,P39,sweets
2115,C130,7,P39,sweets
2116,C3,8,P06,house
2117,C3,8,P06,house
2118,C3,8,P01,house
2119,C4,5,P10,house
2120,C10,5,P21,clothes
2121,C13,8,P35,sweets
2122,C13,8,P35,sweets
2123,C16,5,P19,clothes
2124,C17,2,P40,sweets
2125,C17,2,P37,sweets
2126,C19,6,P39,sweets
2127,C19,6,P38,sweets
2128,C22,1,P28,fruit_veg
2129,C22,1,P32,fruit_veg
2130,C22,1,P24,fruit_veg
2131,C26,1,P05,house
2132,C26,1,P04,house
2133,C26,1,P10,house
2134,C28,3,P62,bws
2135,C35,7,P52,food
2136,C35,7,P50,food
2137,C37,9,P35,sweets
2138,C37,9,P37,sweets
2139,C37,9,P38,sweets
2140,C39,2,P37,sweets
2141,C39,2,P37,sweets
2142,C39,2,P39,sweets
2143,C59,6,P54,food
2144,C66,10,P33,fruit_veg
2145,C74,5,P37,sweets
2146,C84,1,P04,house
2147,C84,1,P05,house
2148,C86,8,P26,fruit_veg
2149,C86,8,P24,fruit_veg
2150,C88,1,P37,sweets
2151,C92,1,P40,sweets
2152,C92,1,P39,sweets
2153,C92,1,P40,sweets
2154,C98,7,P40,sweets
2155,C104,7,P52,food
2156,C104,7,P42,food
2157,C104,7,P44,food
2158,C112,3,P48,food
2159,C112,3,P43,food
2160,C117,10,P33,fruit_veg
2161,C117,10,P24,fruit_veg
2162,C15,6,P61,bws
2163,C19,6,P38,sweets
2164,C19,6,P35,sweets
2165,C19,6,P35,sweets
2166,C20,2,P63,bws
2167,C20,2,P61,bws
2168,C20,2,P61,bws
2169,C22,1,P43,food
2170,C22,1,P52,food
2171,C22,1,P41,food
2172,C34,3,P01,house
2173,C34,3,P12,house
2174,C42,2,P30,fruit_veg
2175,C42,2,P25,fruit_veg
2176,C44,9,P51,food
2177,C44,9,P46,food
2178,C44,9,P52,food
2179,C52,1,P38,sweets
2180,C52,1,P36,sweets
2181,C52,1,P35,sweets
2182,C59,6,P02,house
2183,C63,2,P39,sweets
2184,C63,2,P37,sweets
2185,C63,2,P40,sweets
2186,C65,2,P51,food
2187,C66,10,P35,sweets
2188,C66,10,P39,sweets
2189,C66,10,P36,sweets
2190,C70,9,P62,bws
2191,C70,9,P61,bws
2192,C81,7,P08,house
2193,C81,7,P10,house
2194,C82,9,P28,fruit_veg
2195,C82,9,P28,fruit_veg
2196,C89,8,P59,food
2197,C89,8,P44,food
2198,C89,8,P50,food
2199,C90,3,P57,food
2200,C90,3,P58,food
2201,C90,3,P51,food
2202,C92,1,P09,house
2203,C92,1,P08,house
2204,C92,1,P03,house
2205,C94,10,P07,house
2206,C94,10,P12,house
2207,C94,10,P03,house
2208,C99,9,P34,fruit_veg
2209,C99,9,P32,fruit_veg
2210,C101,2,P35,sweets
2211,C104,7,P06,house
2212,C104,7,P09,house
2213,C104,7,P02,house
2214,C117,10,P33,fruit_veg
2215,C132,7,P19,clothes
2216,C132,7,P18,clothes
2217,C132,7,P14,clothes
2218,C3,8,P09,house
2219,C3,8,P08,house
2220,C3,8,P03,house
2221,C6,10,P53,food
2222,C6,10,P53,food
2223,C17,2,P50,food
2224,C17,2,P58,food
2225,C17,2,P41,food
2226,C21,5,P31,fruit_veg
2227,C21,5,P34,fruit_veg
2228,C21,5,P30,fruit_veg
2229,C36,5,P35,sweets
2230,C39,2,P18,clothes
2231,C39,2,P16,clothes
2232,C50,8,P36,sweets
2233,C54,2,P37,sweets
2234,C54,2,P35,sweets
2235,C54,2,P35,sweets
2236,C58,6,P23,fruit_veg
2237,C58,6,P32,fruit_veg
2238,C61,4,P27,fruit_veg
2239,C61,4,P25,fruit_veg
2240,C61,4,P29,fruit_veg
2241,C67,4,P50,food
2242,C67,4,P47,food
2243,C67,4,P44,food
2244,C73,2,P27,fruit_veg
2245,C80,9,P48,food
2246,C80,9,P54,food
2247,C81,7,P24,fruit_veg
2248,C86,8,P32,fruit_veg
2249,C86,8,P33,fruit_veg
2250,C86,8,P22,fruit_veg
2251,C96,10,P54,food
2252,C98,7,P36,sweets
2253,C103,7,P41,food
2254,C103,7,P52,food
2255,C103,7,P51,food
2256,C110,3,P63,bws
2257,C110,3,P62,bws
2258,C111,1,P40,sweets
2259,C111,1,P36,sweets
2260,C111,1,P37,sweets
2261,C122,10,P05,house
2262,C123,3,P24,fruit_veg
2263,C123,3,P27,fruit_veg
2264,C123,3,P24,fruit_veg
2265,C127,4,P48,food
2266,C127,4,P59,food
2267,C127,4,P55,food
2268,C135,2,P30,fruit_veg
2269,C1,7,P26,fruit_veg
2270,C2,4,P53,food
2271,C4,5,P54,food
2272,C4,5,P50,food
2273,C4,5,P50,food
2274,C10,5,P20,clothes
2275,C10,5,P21,clothes
2276,C10,5,P18,clothes
2277,C14,3,P58,food
2278,C40,4,P37,sweets
2279,C40,4,P36,sweets
2280,C40,4,P36,sweets
2281,C43,10,P55,food
2282,C46,5,P22,fruit_veg
2283,C46,5,P25,fruit_veg
2284,C46,5,P23,fruit_veg
2285,C50,8,P37,sweets
2286,C50,8,P37,sweets
2287,C50,8,P35,sweets
2288,C52,1,P37,sweets
2289,C58,6,P25,fruit_veg
2290,C58,6,P30,fruit_veg
2291,C76,10,P25,fruit_veg
2292,C78,9,P24,fruit_veg
2293,C78,9,P33,fruit_veg
2294,C81,7,P30,fruit_veg
2295,C87,3,P64,bws
2296,C89,8,P36,sweets
2297,C89,8,P37,sweets
2298,C89,8,P38,sweets
2299,C92,1,P39,sweets
2300,C92,1,P37,sweets
2301,C96,10,P30,fruit_veg
2302,C96,10,P29,fruit_veg
2303,C96,10,P29,fruit_veg
2304,C98,7,P39,sweets
2305,C101,2,P36,sweets
2306,C101,2,P36,sweets
2307,C103,7,P56,food
2308,C127,4,P26,fruit_veg
2309,C128,5,P35,sweets
2310,C130,7,P64,bws
2311,C130,7,P62,bws
2312,C130,7,P62,bws
2313,C132,7,P15,clothes
2314,C3,8,P01,house
2315,C7,3,P62,bws
2316,C7,3,P64,bws
2317,C7,3,P62,bws
2318,C15,6,P61,bws
2319,C16,5,P18,clothes
2320,C16,5,P13,clothes
2321,C16,5,P13,clothes
2322,C17,2,P47,food
2323,C17,2,P53,food
2324,C17,2,P48,food
2325,C18,8,P01,house
2326,C21,5,P26,fruit_veg
2327,C22,1,P60,food
2328,C22,1,P50,food
2329,C25,9,P47,food
2330,C25,9,P41,food
2331,C25,9,P50,food
2332,C26,1,P33,fruit_veg
2333,C26,1,P29,fruit_veg
2334,C27,10,P37,sweets
2335,C27,10,P36,sweets
2336,C27,10,P35,sweets
2337,C30,4,P14,clothes
2338,C30,4,P18,clothes
2339,C36,5,P39,sweets
2340,C36,5,P36,sweets
2341,C57,2,P04,house
2342,C63,2,P35,sweets
2343,C66,10,P34,fruit_veg
2344,C67,4,P49,food
2345,C67,4,P52,food
2346,C67,4,P53,food
2347,C69,7,P29,fruit_veg
2348,C69,7,P26,fruit_veg
2349,C75,8,P35,sweets
2350,C76,10,P27,fruit_veg
2351,C78,9,P55,food
2352,C78,9,P52,food
2353,C78,9,P45,food
2354,C89,8,P39,sweets
2355,C89,8,P39,sweets
2356,C90,3,P60,food
2357,C90,3,P53,food
2358,C90,3,P54,food
2359,C91,3,P16,clothes
2360,C91,3,P14,clothes
2361,C104,7,P35,sweets
2362,C104,7,P39,sweets
2363,C107,3,P25,fruit_veg
2364,C107,3,P34,fruit_veg
2365,C107,3,P23,fruit_veg
2366,C113,5,P07,house
2367,C113,5,P08,house
2368,C119,7,P46,food
2369,C119,7,P48,food
2370,C120,9,P33,fruit_veg
2371,C120,9,P27,fruit_veg
2372,C120,9,P33,fruit_veg
2373,C123,3,P42,food
2374,C123,3,P59,food
2375,C123,3,P49,food
2376,C128,5,P55,food
2377,C137,9,P36,sweets
2378,C2,4,P11,house
2379,C2,4,P10,house
2380,C2,4,P01,house
2381,C10,5,P53,food
2382,C10,5,P50,food
2383,C17,2,P39,sweets
2384,C20,2,P62,bws
2385,C36,5,P35,sweets
2386,C36,5,P39,sweets
2387,C43,10,P36,sweets
2388,C43,10,P40,sweets
2389,C44,9,P04,house
2390,C44,9,P01,house
2391,C50,8,P40,sweets
2392,C50,8,P39,sweets
2393,C50,8,P40,sweets
2394,C52,1,P37,sweets
2395,C52,1,P37,sweets
2396,C53,4,P31,fruit_veg
2397,C68,8,P64,bws
2398,C70,9,P17,clothes
2399,C70,9,P17,clothes
2400,C70,9,P19,clothes
2401,C73,2,P31,fruit_veg
2402,C91,3,P31,fruit_veg
2403,C91,3,P23,fruit_veg
2404,C91,3,P33,fruit_veg
2405,C92,1,P11,house
2406,C92,1,P12,house
2407,C92,1,P10,house
2408,C93,5,P37,sweets
2409,C93,5,P37,sweets
2410,C94,10,P24,fruit_veg
2411,C94,10,P34,fruit_veg
2412,C109,6,P51,food
2413,C109,6,P46,food
2414,C109,6,P59,food
2415,C119,7,P35,sweets
2416,C122,10,P44,food
2417,C132,7,P20,clothes
2418,C132,7,P16,clothes
2419,C136,10,P11,house
2420,C136,10,P11,house
2421,C3,8,P01,house
2422,C3,8,P09,house
2423,C18,8,P27,fruit_veg
2424,C18,8,P22,fruit_veg
2425,C22,1,P29,fruit_veg
2426,C39,2,P41,food
2427,C39,2,P44,food
2428,C42,2,P15,clothes
2429,C43,10,P47,food
2430,C43,10,P60,food
2431,C48,4,P59,food
2432,C48,4,P42,food
2433,C48,4,P49,food
2434,C60,10,P56,food
2435,C60,10,P51,food
2436,C61,4,P36,sweets
2437,C61,4,P37,sweets
2438,C66,10,P38,sweets
2439,C66,10,P38,sweets
2440,C73,2,P55,food
2441,C73,2,P59,food
2442,C74,5,P35,sweets
2443,C74,5,P40,sweets
2444,C79,1,P50,food
2445,C79,1,P48,food
2446,C79,1,P46,food
2447,C87,3,P62,bws
2448,C87,3,P64,bws
2449,C91,3,P15,clothes
2450,C91,3,P19,clothes
2451,C102,1,P56,food
2452,C102,1,P47,food
2453,C107,3,P22,fruit_veg
2454,C107,3,P24,fruit_veg
2455,C107,3,P25,fruit_veg
2456,C110,3,P61,bws
2457,C110,3,P63,bws
2458,C110,3,P64,bws
2459,C123,3,P52,food
2460,C123,3,P42,food
2461,C123,3,P43,food
2462,C127,4,P39,sweets
2463,C127,4,P38,sweets
2464,C133,3,P19,clothes
2465,C3,8,P06,house
2466,C3,8,P02,house
2467,C3,8,P06,house
2468,C9,8,P33,fruit_veg
2469,C28,3,P61,bws
2470,C28,3,P64,bws
2471,C28,3,P61,bws
2472,C29,7,P01,house
2473,C29,7,P09,house
2474,C29,7,P05,house
2475,C35,7,P36,sweets
2476,C35,7,P38,sweets
2477,C35,7,P39,sweets
2478,C42,2,P15,clothes
2479,C42,2,P19,clothes
2480,C42,2,P15,clothes
2481,C44,9,P02,house
2482,C44,9,P03,house
2483,C44,9,P05,house
2484,C48,4,P43,food
2485,C48,4,P58,food
2486,C48,4,P57,food
2487,C50,8,P37,sweets
2488,C50,8,P37,sweets
2489,C50,8,P35,sweets
2490,C57,2,P04,house
2491,C62,6,P64,bws
2492,C62,6,P61,bws
2493,C64,10,P12,house
2494,C64,10,P12,house
2495,C64,10,P07,house
2496,C73,2,P52,food
2497,C74,5,P25,fruit_veg
2498,C77,9,P48,food
2499,C77,9,P48,food
2500,C82,9,P23,fruit_veg
2501,C82,9,P34,fruit_veg
2502,C83,8,P16,clothes
2503,C92,1,P04,house
2504,C92,1,P01,house
2505,C92,1,P12,house
2506,C96,10,P58,food
2507,C98,7,P39,sweets
2508,C98,7,P40,sweets
2509,C101,2,P37,sweets
2510,C101,2,P35,sweets
2511,C101,2,P39,sweets
2512,C104,7,P28,fruit_veg
2513,C104,7,P32,fruit_veg
2514,C107,3,P28,fruit_veg
2515,C113,5,P04,house
2516,C113,5,P05,house
2517,C114,3,P43,food
2518,C119,7,P36,sweets
2519,C119,7,P40,sweets
2520,C121,10,P40,sweets
2521,C121,10,P39,sweets
2522,C121,10,P37,sweets
2523,C123,3,P16,clothes
2524,C123,3,P13,clothes
2525,C126,4,P55,food
2526,C126,4,P55,food
2527,C130,7,P36,sweets
2528,C130,7,P39,sweets
2529,C130,7,P37,sweets
2530,C133,3,P37,sweets
2531,C133,3,P37,sweets
2532,C136,10,P05,house
2533,C136,10,P04,house
2534,C136,10,P05,house
2535,C2,4,P42,food
2536,C3,8,P08,house
2537,C3,8,P05,house
2538,C21,5,P34,fruit_veg
2539,C21,5,P23,fruit_veg
2540,C31,9,P35,sweets
2541,C31,9,P36,sweets
2542,C33,5,P41,food
2543,C48,4,P54,food
2544,C48,4,P58,food
2545,C50,8,P25,fruit_veg
2546,C50,8,P33,fruit_veg
2547,C50,8,P31,fruit_veg
2548,C52,1,P37,sweets
2549,C52,1,P38,sweets
2550,C52,1,P37,sweets
2551,C57,2,P09,house
2552,C57,2,P02,house
2553,C57,2,P11,house
2554,C59,6,P35,sweets
2555,C59,6,P36,sweets
2556,C59,6,P39,sweets
2557,C74,5,P30,fruit_veg
2558,C77,9,P50,food
2559,C77,9,P59,food
2560,C77,9,P45,food
2561,C91,3,P17,clothes
2562,C91,3,P20,clothes
2563,C91,3,P14,clothes
2564,C99,9,P25,fruit_veg
2565,C104,7,P35,sweets
2566,C104,7,P38,sweets
2567,C114,3,P50,food
2568,C123,3,P28,fruit_veg
2569,C123,3,P23,fruit_veg
2570,C123,3,P22,fruit_veg
2571,C3,8,P07,house
2572,C3,8,P11,house
2573,C5,7,P11,house
2574,C17,2,P37,sweets
2575,C17,2,P37,sweets
2576,C17,2,P37,sweets
2577,C22,1,P26,fruit_veg
2578,C35,7,P37,sweets
2579,C35,7,P39,sweets
2580,C35,7,P35,sweets
2581,C36,5,P39,sweets
2582,C36,5,P40,sweets
2583,C36,5,P38,sweets
2584,C43,10,P22,fruit_veg
2585,C52,1,P40,sweets
2586,C52,1,P35,sweets
2587,C52,1,P35,sweets
2588,C55,8,P55,food
2589,C55,8,P43,food
2590,C55,8,P55,food
2591,C58,6,P61,bws
2592,C58,6,P64,bws
2593,C63,2,P33,fruit_veg
2594,C63,2,P28,fruit_veg
2595,C63,2,P31,fruit_veg
2596,C73,2,P29,fruit_veg
2597,C73,2,P31,fruit_veg
2598,C73,2,P32,fruit_veg
2599,C74,5,P25,fruit_veg
2600,C82,9,P22,fruit_veg
2601,C82,9,P34,fruit_veg
2602,C86,8,P57,food
2603,C86,8,P47,food
2604,C86,8,P47,food
2605,C103,7,P24,fruit_veg
2606,C103,7,P24,fruit_veg
2607,C103,7,P27,fruit_veg
2608,C104,7,P27,fruit_veg
2609,C105,8,P55,food
2610,C134,6,P10,house
2611,C134,6,P09,house
2612,C15,6,P61,bws
2613,C15,6,P63,bws
2614,C15,6,P62,bws
2615,C17,2,P37,sweets
2616,C17,2,P36,sweets
2617,C17,2,P39,sweets
2618,C19,6,P36,sweets
2619,C19,6,P38,sweets
2620,C20,2,P22,fruit_veg
2621,C20,2,P28,fruit_veg
2622,C21,5,P34,fruit_veg
2623,C21,5,P32,fruit_veg
2624,C21,5,P32,fruit_veg
2625,C22,1,P31,fruit_veg
2626,C22,1,P31,fruit_veg
2627,C22,1,P23,fruit_veg
2628,C23,10,P64,bws
2629,C23,10,P61,bws
2630,C23,10,P61,bws
2631,C27,10,P40,sweets
2632,C27,10,P39,sweets
2633,C27,10,P37,sweets
2634,C29,7,P05,house
2635,C29,7,P06,house
2636,C40,4,P59,food
2637,C41,9,P60,food
2638,C45,10,P55,food
2639,C45,10,P41,food
2640,C48,4,P49,food
2641,C48,4,P51,food
2642,C50,8,P32,fruit_veg
2643,C51,3,P39,sweets
2644,C55,8,P26,fruit_veg
2645,C55,8,P25,fruit_veg
2646,C60,10,P56,food
2647,C60,10,P58,food
2648,C68,8,P64,bws
2649,C80,9,P58,food
2650,C81,7,P33,fruit_veg
2651,C82,9,P30,fruit_veg
2652,C86,8,P30,fruit_veg
2653,C86,8,P26,fruit_veg
2654,C86,8,P29,fruit_veg
2655,C87,3,P63,bws
2656,C89,8,P40,sweets
2657,C109,6,P15,clothes
2658,C109,6,P14,clothes
2659,C109,6,P19,clothes
2660,C111,1,P38,sweets
2661,C111,1,P38,sweets
2662,C114,3,P54,food
2663,C117,10,P30,fruit_veg
2664,C126,4,P45,food
2665,C132,7,P20,clothes
2666,C137,9,P13,clothes
2667,C137,9,P13,clothes
2668,C137,9,P18,clothes
2669,C10,5,P52,food
2670,C15,6,P62,bws
2671,C17,2,P40,sweets
2672,C17,2,P37,sweets
2673,C17,2,P36,sweets
2674,C19,6,P24,fruit_veg
2675,C21,5,P28,fruit_veg
2676,C28,3,P62,bws
2677,C36,5,P37,sweets
2678,C36,5,P38,sweets
2679,C36,5,P39,sweets
2680,C37,9,P39,sweets
2681,C37,9,P39,sweets
2682,C37,9,P35,sweets
2683,C43,10,P33,fruit_veg
2684,C43,10,P30,fruit_veg
2685,C43,10,P27,fruit_veg
2686,C47,2,P31,fruit_veg
2687,C47,2,P31,fruit_veg
2688,C58,6,P29,fruit_veg
2689,C58,6,P27,fruit_veg
2690,C58,6,P32,fruit_veg
2691,C66,10,P22,fruit_veg
2692,C70,9,P10,house
2693,C70,9,P10,house
2694,C71,8,P23,fruit_veg
2695,C71,8,P26,fruit_veg
2696,C77,9,P40,sweets
2697,C92,1,P27,fruit_veg
2698,C92,1,P24,fruit_veg
2699,C92,1,P29,fruit_veg
2700,C98,7,P35,sweets
2701,C98,7,P36,sweets
2702,C98,7,P37,sweets
2703,C99,9,P22,fruit_veg
2704,C99,9,P27,fruit_veg
2705,C99,9,P22,fruit_veg
2706,C104,7,P59,food
2707,C104,7,P48,food
2708,C108,8,P38,sweets
2709,C109,6,P18,clothes
2710,C109,6,P13,clothes
2711,C113,5,P01,house
2712,C127,4,P30,fruit_veg
2713,C127,4,P30,fruit_veg
2714,C15,6,P61,bws
2715,C19,6,P50,food
2716,C25,9,P36,sweets
2717,C27,10,P40,sweets
2718,C36,5,P40,sweets
2719,C48,4,P52,food
2720,C48,4,P51,food
2721,C48,4,P48,food
2722,C57,2,P05,house
2723,C57,2,P04,house
2724,C57,2,P07,house
2725,C64,10,P12,house
2726,C64,10,P09,house
2727,C64,10,P07,house
2728,C67,4,P06,house
2729,C67,4,P05,house
2730,C67,4,P01,house
2731,C68,8,P63,bws
2732,C68,8,P64,bws
2733,C68,8,P64,bws
2734,C70,9,P06,house
2735,C70,9,P12,house
2736,C70,9,P11,house
2737,C82,9,P27,fruit_veg
2738,C82,9,P30,fruit_veg
2739,C87,3,P64,bws
2740,C92,1,P05,house
2741,C92,1,P05,house
2742,C102,1,P60,food
2743,C102,1,P59,food
2744,C102,1,P59,food
2745,C104,7,P26,fruit_veg
2746,C107,3,P25,fruit_veg
2747,C107,3,P30,fruit_veg
2748,C109,6,P16,clothes
2749,C115,1,P42,food
2750,C123,3,P20,clothes
2751,C123,3,P13,clothes
2752,C123,3,P18,clothes
2753,C127,4,P08,house
2754,C133,3,P16,clothes
2755,C133,3,P14,clothes
2756,C133,3,P18,clothes
2757,C134,6,P37,sweets
2758,C134,6,P35,sweets
2759,C3,8,P05,house
2760,C3,8,P06,house
2761,C8,7,P34,fruit_veg
2762,C8,7,P29,fruit_veg
2763,C8,7,P31,fruit_veg
2764,C18,8,P09,house
2765,C21,5,P29,fruit_veg
2766,C32,3,P37,sweets
2767,C32,3,P37,sweets
2768,C40,4,P35,sweets
2769,C40,4,P35,sweets
2770,C43,10,P32,fruit_veg
2771,C43,10,P28,fruit_veg
2772,C43,10,P33,fruit_veg
2773,C47,2,P58,food
2774,C47,2,P57,food
2775,C52,1,P35,sweets
2776,C52,1,P38,sweets
2777,C52,1,P38,sweets
2778,C58,6,P32,fruit_veg
2779,C58,6,P29,fruit_veg
2780,C58,6,P26,fruit_veg
2781,C60,10,P57,food
2782,C60,10,P55,food
2783,C69,7,P55,food
2784,C74,5,P31,fruit_veg
2785,C74,5,P33,fruit_veg
2786,C77,9,P35,sweets
2787,C77,9,P39,sweets
2788,C87,3,P62,bws
2789,C95,7,P60,food
2790,C95,7,P58,food
2791,C99,9,P23,fruit_veg
2792,C101,2,P27,fruit_veg
2793,C112,3,P51,food
2794,C133,3,P17,clothes
2795,C133,3,P14,clothes
2796,C133,3,P13,clothes
2797,C136,10,P12,house
2798,C136,10,P06,house
2799,C136,10,P03,house
2800,C8,7,P04,house
2801,C22,1,P30,fruit_veg
2802,C22,1,P33,fruit_veg
2803,C22,1,P30,fruit_veg
2804,C23,10,P24,fruit_veg
2805,C27,10,P36,sweets
2806,C27,10,P39,sweets
2807,C28,3,P63,bws
2808,C35,7,P60,food
2809,C35,7,P42,food
2810,C35,7,P44,food
2811,C36,5,P35,sweets
2812,C36,5,P36,sweets
2813,C36,5,P39,sweets
2814,C47,2,P27,fruit_veg
2815,C48,4,P57,food
2816,C48,4,P52,food
2817,C48,4,P55,food
2818,C54,2,P39,sweets
2819,C54,2,P38,sweets
2820,C54,2,P40,sweets
2821,C59,6,P07,house
2822,C59,6,P09,house
2823,C70,9,P02,house
2824,C72,5,P40,sweets
2825,C72,5,P40,sweets
2826,C99,9,P23,fruit_veg
2827,C99,9,P22,fruit_veg
2828,C99,9,P32,fruit_veg
2829,C101,2,P35,sweets
2830,C101,2,P35,sweets
2831,C101,2,P38,sweets
2832,C102,1,P56,food
2833,C102,1,P58,food
2834,C102,1,P57,food
2835,C109,6,P50,food
2836,C122,10,P58,food
2837,C122,10,P54,food
2838,C122,10,P57,food
2839,C123,3,P38,sweets
2840,C123,3,P35,sweets
2841,C127,4,P39,sweets
2842,C127,4,P39,sweets
2843,C127,4,P40,sweets
2844,C129,7,P23,fruit_veg
2845,C133,3,P16,clothes
2846,C136,10,P26,fruit_veg
2847,C7,3,P61,bws
2848,C7,3,P63,bws
2849,C7,3,P64,bws
2850,C9,8,P22,fruit_veg
2851,C9,8,P33,fruit_veg
2852,C9,8,P34,fruit_veg
2853,C11,4,P02,house
2854,C20,2,P38,sweets
2855,C20,2,P39,sweets
2856,C20,2,P38,sweets
2857,C25,9,P60,food
2858,C27,10,P40,sweets
2859,C27,10,P38,sweets
2860,C27,10,P38,sweets
